name,url,description
MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,
Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,
Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,
jQuery (New),https://www.shl.com/products/product-catalog/view/jquery-new/,
Microservices (New),https://www.shl.com/products/product-catalog/view/microservices-new/,
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,
Culinary Skills (New),https://www.shl.com/products/product-catalog/view/culinary-skills-new/,
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,
Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,
General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,
Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,
.NET WCF (New),https://www.shl.com/products/product-catalog/view/net-wcf-new/,
Verify Interactive G+ Candidate Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,
Paint Technology (New),https://www.shl.com/products/product-catalog/view/paint-technology-new/,
Adobe Photoshop CC,https://www.shl.com/products/product-catalog/view/adobe-photoshop-cc/,
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,
MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,
Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,
Verify Interactive Ability Report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,
Docker (New),https://www.shl.com/products/product-catalog/view/docker-new/,
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,
Metallurgical Engineering (New),https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,
Computer Science (New),https://www.shl.com/products/product-catalog/view/computer-science-new/,
Mechanical Engineering (New),https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,
Administrative Professional - Short Form,https://www.shl.com/products/product-catalog/view/administrative-professional-short-form/,
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,
Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,
Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,
C Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new/,
Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,
WriteX - Email Writing (Managerial) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,
C++ Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,
Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,
English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,
Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,
Apache Pig (New),https://www.shl.com/products/product-catalog/view/apache-pig-new/,
Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,
Business Communications,https://www.shl.com/products/product-catalog/view/business-communications/,
SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,
Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,
Data Entry Ten Key Split Screen,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,
Apache Spark (New),https://www.shl.com/products/product-catalog/view/apache-spark-new/,
OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,
UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,
Digital Advertising (New),https://www.shl.com/products/product-catalog/view/digital-advertising-new/,
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,
PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,
Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,
Job Control Language (New),https://www.shl.com/products/product-catalog/view/job-control-language-new/,
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,
Drupal (New),https://www.shl.com/products/product-catalog/view/drupal-new/,
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,
AngularJS (New),https://www.shl.com/products/product-catalog/view/angularjs-new/,
ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,
